ID animal Mother Year Sex Age BMI RJst RJ2st Phi PhiZ RhoZ FitnessZ GGImm BMIst BMI1 BMI2
CN07-124 CN07-124 CN06-059 2007 Female J 299.473301026096 1.05005351415365 1.08762364793396 1 1 8 10 0 0.198694374132262 299.473301026096 NA
CN07-125 CN07-125 CN06-059 2009 Female A 339.064694531933 -0.182249548659048 -0.37805129620915 0 0 0 0 0.5 0.918811806007734 NA 339.064694531933
CN07-125 CN07-125 CN06-059 2007 Female J 259.662888695147 1.16434806466748 1.25428822176766 1 1 6 8 0.5 -0.525406733484483 259.662888695147 NA
CN07-125 CN07-125 CN06-059 2008 Female A 282.643249095481 0.193586557705895 0.0047004378683468 1 1 6 8 0.5 -0.107423009000986 282.643249095481 NA
CN07-126 CN07-126 CN06-104 2007 Male J 272.63447994284 0.805878792601387 0.749041107033404 0 0 0 0 0 -0.289469875761862 272.63447994284 NA
CN07-127 CN07-127 CN06-104 2008 Female A 383.360482405039 -1.73457735291046 -1.36141667973594 0 0 0 0 0.5 1.72449622834007 383.360482405039 NA
CN07-127 CN07-127 CN06-104 2007 Female J 260.590795457968 1.05005351415365 1.08762364793396 1 1 0 2 0.5 -0.508529281697788 260.590795457968 NA
CN07-128 CN07-128 CN06-014 2007 Male A 322.761760727976 1.16434806466748 1.25428822176766 0 0 0 0 0 0.622282035687568 322.761760727976 NA
CN07-130 CN07-130 CN06-164 2007 Male J 277.451938742261 0.805878792601387 0.749041107033404 0 0 0 0 0 -0.201846386118993 277.451938742261 NA
CN07-131 CN07-131 CN06-050 2008 Female A 283.290182337679 -0.841001776166004 -0.912868495250352 0 0 0 0 0.25 -0.0956561105992441 283.290182337679 NA
CN07-131 CN07-131 CN06-050 2007 Female J 297.872340425532 0.821464413126 0.769941529957913 1 1 4 6 0.25 0.16957492330914 297.872340425532 NA
CN07-132 CN07-132 CN06-050 2007 Male J 288.888888888889 0.821464413126 0.769941529957913 0 0 0 0 0.25 0.00617728869465202 288.888888888889 NA
CN07-133 CN07-133 CN06-182 2007 Male J 294.117647058824 0.821464413126 0.769941529957913 0 0 0 0 0 0.101281794290702 294.117647058824 NA
CN07-134 CN07-134 CN06-182 2007 Male J 195.876288659794 0.821464413126 0.769941529957913 0 0 0 0 0 -1.68560440621238 195.876288659794 NA
CN07-135 CN07-135 CN06-050 2007 Male J 271.844660194175 0.821464413126 0.769941529957913 0 0 0 0 0 -0.303835699207031 271.844660194175 NA
CN07-136 CN07-136 CN06-059 2007 Male J 260.869565217391 0.821464413126 0.769941529957913 0 0 0 0 0.25 -0.503458811945044 260.869565217391 NA
CN07-137 CN07-137 CN06-059 2008 Male A 358.413055040896 -0.690340777761416 -0.805833975684643 0 0 0 0 0.25 1.27073404078994 358.413055040896 NA
CN07-137 CN07-137 CN06-059 2007 Male J 313.725490196078 0.821464413126 0.769941529957913 1 1 7 9 0.25 0.457923690275885 313.725490196078 NA
CN07-138 CN07-138 CN06-147 2007 Male J 353.25879204893 1.17993368519209 1.2774193162804 0 0 0 0 0.5 1.17698450837101 353.25879204893 NA
CN07-140 CN07-140 CN06-089 2007 Male J 325.283797729618 0.914978136273675 0.897380767650747 0 0 0 0 0.5 0.668154702646097 325.283797729618 NA
CN07-141 CN07-141 CN06-089 2007 Female J 190.47619047619 0.914978136273675 0.897380767650747 0 0 0 0 0 -1.78382537020241 190.47619047619 NA
CN07-142 CN07-142 CN06-116 2007 Female J 242.424242424242 0.914978136273675 0.897380767650747 0 0 0 0 0 -0.838955931488418 242.424242424242 NA
CN07-143 CN07-143 CN06-036 2007 Female J 258.064516129032 0.914978136273675 0.897380767650747 0 0 0 0 0 -0.554479111230442 258.064516129032 NA
CN07-144 CN07-144 CN06-036 2007 Male J 258.823529411765 0.914978136273675 0.897380767650747 0 0 0 0 0.5 -0.540673618482628 258.823529411765 NA
CN07-145 CN07-145 CN07-110 2007 Male J 280.048076923077 1.08641996204441 1.14008753502237 0 0 0 0 0 -0.154625912323667 280.048076923077 NA
CN07-148 CN07-148 CN06-157 2007 Male J 228.571428571429 0.914978136273675 0.897380767650747 0 0 0 0 0 -1.09092111514548 228.571428571429 NA
CN07-149 CN07-149 CN06-157 2007 Male J 320.388349514563 0.914978136273675 0.897380767650747 0 0 0 0 0 0.579112684057258 320.388349514563 NA
CN07-151 CN07-151 CN06-089 2007 Male J 204.301075268817 0.914978136273675 0.897380767650747 0 0 0 0 0 -1.53236818086723 204.301075268817 NA
CN07-152 CN07-152 CN06-007 2007 Male J 268.706669854172 0.930563756798288 0.918960090623849 0 0 0 0 0 -0.360911779253567 268.706669854172 NA
CN07-153 CN07-153 CN06-007 2007 Male J 262.618690654673 0.930563756798288 0.918960090623849 0 0 0 0 0 -0.471644429919378 262.618690654673 NA
CN07-154 CN07-154 NA 2007 Male J 288.288288288288 0.914978136273675 0.897380767650747 0 0 0 0 1 -0.00474687748867714 288.288288288288 NA
CN07-156 CN07-156 CN06-007 2007 Female J 260.869565217391 0.9461493773229 0.940636399318178 0 0 0 0 0 -0.503458811945044 260.869565217391 NA
CN07-157 CN07-157 CN06-136 2007 Female J 265.30612244898 0.9461493773229 0.940636399318178 0 0 0 0 0.5 -0.422763440626302 265.30612244898 NA
CN07-158 CN07-158 CN07-007 2007 Female J 287.234042553192 0.9461493773229 0.940636399318178 1 1 2 4 0.25 -0.0239222755764371 287.234042553192 NA
CN07-158 CN07-158 CN07-007 2008 Female A 295.02434344712 -1.98394728130426 -1.42969462748004 0 0 0 0 0.25 0.117773456159963 295.02434344712 NA
CN07-160 CN07-160 CN06-119 2008 Female A 315.478150122599 -1.03841963614443 -1.0394025328784 0 0 0 0 0 0.489802360195667 315.478150122599 NA
CN07-160 CN07-160 CN06-119 2007 Female J 260.016025641026 1.10200558256903 1.16273370092898 1 1 2 4 0 -0.51898361855853 260.016025641026 NA
CN07-161 CN07-161 NA 2007 Female J 291.666666666667 0.9461493773229 0.940636399318178 0 0 0 0 1 0.0567015572925539 291.666666666667 NA
CN07-164 CN07-164 CN06-007 2007 Male J 263.157894736842 0.9461493773229 0.940636399318178 0 0 0 0 0 -0.461836988843799 263.157894736842 NA
CN07-165 CN07-165 CN06-007 2008 Female A 334.345269972773 -0.849314107112464 -0.918510046892239 0 0 0 0 0 0.832971435348115 334.345269972773 NA
CN07-165 CN07-165 CN06-007 2007 Female J 262.626262626263 0.9461493773229 0.940636399318178 1 1 3 5 0 -0.471506705321865 262.626262626263 NA
CN07-166 CN07-166 CN06-136 2008 Female A 271.860322504328 -1.98394728130426 -1.42969462748004 0 0 0 0 0 -0.30355082157162 271.860322504328 NA
CN07-166 CN07-166 CN06-136 2007 Female J 244.897959183673 0.9461493773229 0.940636399318178 1 1 0 2 0 -0.793962148692514 244.897959183673 NA
CN07-167 CN07-167 CN06-198 2007 Female J 275.510204081633 0.9461493773229 0.940636399318178 0 0 0 0 0.25 -0.237164086593197 275.510204081633 NA
CN07-169 CN07-169 CN06-116 2007 Female J 291.666666666667 1.25786178781515 1.39452957466252 0 0 0 0 0.25 0.0567015572925539 291.666666666667 NA
CN07-170 CN07-170 CN06-116 2007 Female J 247.706422018349 1.25786178781515 1.39452957466252 0 0 0 0 0 -0.742879757674227 247.706422018349 NA
CN07-173 CN07-173 CN06-154 2007 Female J 250 1.25786178781515 1.39452957466252 0 0 0 0 0 -0.701162471675961 250 NA
CN07-175 CN07-175 CN06-154 2007 Female J 223.404255319149 1.25786178781515 1.39452957466252 0 0 0 0 0 -1.18490546888991 223.404255319149 NA
CN07-177 CN07-177 CN07-026 2007 Male J 295.238095238095 1.25786178781515 1.39452957466252 0 0 0 0 0.125 0.121661331204141 295.238095238095 NA
CN07-178 CN07-178 CN06-192 2007 Female J 301.672240802676 1.39813237253666 1.61143814018765 1 1 3 5 0.5 0.238690310737167 301.672240802676 NA
CN07-178 CN07-178 CN06-192 2008 Female A 351.780131884431 -1.0072483950952 -1.02045798866531 0 0 0 0 0.5 1.1500895479772 351.780131884431 NA
CN07-179 CN07-179 NA 2007 Male J 294.052502050861 1.39813237253666 1.61143814018765 0 0 0 0 1 0.100096888893869 294.052502050861 NA
CN07-182 CN07-182 CN06-180 2007 Male J 307.692307692308 1.53840295725818 1.8362025491322 0 0 0 0 0 0.348187722280444 307.692307692308 NA
CN07-183 CN07-183 CN06-222 2007 Male J 262.626262626263 1.53840295725818 1.8362025491322 0 0 0 0 0.5 -0.471506705321865 262.626262626263 NA
CN07-184 CN07-184 CN07-031 2007 Female J 280 1.53840295725818 1.8362025491322 0 0 0 0 0 -0.15550037081863 280 NA
CN07-185 CN07-185 CN06-050 2007 Male J 237.113402061856 1.53840295725818 1.8362025491322 0 0 0 0 0.25 -0.935553408470347 237.113402061856 NA
CN07-186 CN07-186 CN06-188 2007 Male J 326.923076923077 1.53840295725818 1.8362025491322 0 0 0 0 0.25 0.697971120265911 326.923076923077 NA
CN07-187 CN07-187 CN06-147 2007 Female J 250 1.53840295725818 1.8362025491322 1 1 4 6 0 -0.701162471675961 250 NA
CN07-187 CN07-187 CN06-147 2008 Female A 298.420947696762 -0.607217468296816 -0.742901018799293 0 0 0 0 0 0.179553396514644 298.420947696762 NA
CN08-001 CN08-001 NA 2008 Male A 332.7064791587 -0.561405189785076 -0.707037186381903 0 0 0 0 1 0.803163900732348 332.7064791587 NA
CN08-003 CN08-003 CN07-024 2008 Male A 352.588532632795 -1.00984599851597 -1.02205151794603 0 0 0 0 0.75 1.16479333633344 352.588532632795 NA
CN08-004 CN08-004 CN06-089 2008 Female A 314.59973600018 -0.90631294788819 -0.956451811100615 0 0 0 0 0 0.473825117013619 314.59973600018 NA
CN08-005 CN08-005 CN07-004 2008 Female A 327.687297122171 -0.62626656004912 -0.757566816409837 1 1 6 8 0.5 0.711871320244426 327.687297122171 NA
CN08-005 CN08-005 CN07-004 2009 Female A 385.740688949854 -1.06959087719365 -1.05795913420658 0 0 0 0 0.5 1.767789178464 NA 385.740688949854
CN08-006 CN08-006 CN06-198 2008 Male A 333.422975198225 -1.99953290182887 -1.43313762058362 0 0 0 0 0.25 0.81619605853846 333.422975198225 NA
CN08-009 CN08-009 CN06-025 2008 Female A 345.960299444788 -1.03841963614443 -1.0394025328784 0 0 0 0 0 1.0442341481221 345.960299444788 NA
CN08-010 CN08-010 NA 2008 Male A 307.838446663628 -1.98394728130426 -1.42969462748004 0 0 0 0 1 0.350845805550701 307.838446663628 NA
CN08-011 CN08-011 NA 2008 Male A 300.595325338071 -1.73457735291046 -1.36141667973594 0 0 0 0 1 0.21910257890844 300.595325338071 NA
CN08-012 CN08-012 CN06-182 2008 Female A 317.426886687339 -0.687223653656494 -0.803523775805006 0 0 0 0 0 0.52524741646012 317.426886687339 NA
CN08-013 CN08-013 NA 2008 Male A 356.755592435051 0.139593515174201 -0.0537551696228025 1 1 15 17 1 1.24058688987 356.755592435051 NA
CN08-013 CN08-013 NA 2009 Male A 386.131031343647 -0.193017795566962 -0.388186608660672 0 0 0 0 1 1.77488901348569 NA 386.131031343647
CN08-014 CN08-014 NA 2008 Male A 346.527424113671 -1.70340611186123 -1.35113619328583 0 0 0 0 1 1.05454942939779 346.527424113671 NA
CN08-015 CN08-015 CN06-071 2008 Male A 355.026696039857 -1.70340611186123 -1.35113619328583 0 0 0 0 0.25 1.20914044856446 355.026696039857 NA
CN08-016 CN08-016 NA 2008 Male A 350.486941509122 -0.900746654843686 -0.952803712989649 0 0 0 0 0.5 1.12656804874388 350.486941509122 NA
CN08-017 CN08-017 CN06-089 2008 Female J 201.472556894244 -0.877368224056767 -0.937346613669029 0 0 0 0 0.5 -1.58381535682001 201.472556894244 NA
CN08-018 CN08-018 CN07-024 2008 Female A 352.711100442834 -0.830611362482929 -0.905777761409503 0 0 0 0 0.75 1.16702268995755 352.711100442834 NA
CN08-020 CN08-020 NA 2008 Female A 476.581559805726 -1.00205318825367 -1.01726284796043 0 0 0 0 1 3.42006985962814 476.581559805726 NA
CN08-022 CN08-022 CN07-158 2009 Male A 389.643713335446 -1.66184445712893 -1.33682541130916 0 0 0 0 0.125 1.83878026132865 NA 389.643713335446
CN08-022 CN08-022 CN07-158 2008 Male J 266.256047857512 0.193586557705895 0.0047004378683468 1 1 9 11 0.125 -0.405485497490383 266.256047857512 NA
CN08-023 CN08-023 NA 2008 Male A 340.814448380164 -0.674755157236804 -0.794244181997966 0 0 0 0 1 0.95063761803471 340.814448380164 NA
CN08-025 CN08-025 CN06-187 2008 Male J 214.285714285714 -0.643583916187579 -0.77077363746093 0 0 0 0 0.5 -1.35076021079183 214.285714285714 NA
CN08-026 CN08-026 NA 2008 Female A 323.09535474433 0.314931746076092 0.140322350964636 0 0 0 0 1 0.628349689414132 323.09535474433 NA
CN08-027 CN08-027 NA 2008 Male A 298.381409894201 0.267309016695332 0.0863957455837002 0 0 0 0 1 0.178834253834354 298.381409894201 NA
CN08-028 CN08-028 CN07-131 2008 Male J 247.311827956989 -0.612412675138354 -0.746915150038984 0 0 0 0 0.375 -0.7500569251578 247.311827956989 NA
CN08-029 CN08-029 CN07-124 2008 Male J 260.254094418215 0.434941024115609 0.28023346747871 0 0 0 0 0.125 -0.514653448254869 260.254094418215 NA
CN08-030 CN08-030 CN07-125 2008 Male J 209.368530020704 -0.425385228843003 -0.595617424924204 0 0 0 0 0.5 -1.4401975806701 209.368530020704 NA
CN08-031 CN08-031 CN07-124 2008 Male J 253.914141414141 0.322724556338399 0.149232914102406 0 0 0 0 0.125 -0.629969184106191 253.914141414141 NA
CN08-032 CN08-032 CN07-043 2008 Female A 342.165317792668 0.322724556338399 0.149232914102406 1 1 0 2 0.5 0.975208226088404 342.165317792668 NA
CN08-032 CN08-032 CN07-043 2009 Female A 364.447049660853 -0.290309850963028 -0.477661235529162 1 1 0 2 0.5 1.38048478015284 NA 364.447049660853
CN08-032 CN08-032 CN07-043 2010 Female A 392.569893540916 0.104525868993823 -0.0910977030991487 0 0 0 0 0.5 1.89200378260878 NA 392.569893540916
CN08-033 CN08-033 CN07-108 2008 Male J 258.823529411765 -0.487727710941453 -0.647601771502102 0 0 0 0 0.5 -0.540673618482628 258.823529411765 NA
CN08-034 CN08-034 CN07-108 2008 Female J 239.877610671886 0.821464413126 0.769941529957913 0 0 0 0 0.5 -0.88527594589178 239.877610671886 NA
CN08-035 CN08-035 CN07-187 2008 Male J 232.630696365898 -0.311090678329178 -0.496282494004827 0 0 0 0 0.125 -1.01708816205639 232.630696365898 NA
CN08-036 CN08-036 CN08-009 2008 Female J 228.260869565217 -0.487727710941453 -0.647601771502102 1 1 5 7 0 -1.09656979113779 228.260869565217 NA
CN08-036 CN08-036 CN08-009 2009 Female A 318.87030794845 -0.838404172745235 -0.911099852861858 0 0 0 0 0 0.551501425718782 NA 318.87030794845
CN08-037 CN08-037 CN07-047 2008 Male A 352.657412690992 0.366364293807314 0.199580141705986 0 0 0 0 0.125 1.16604617757553 352.657412690992 NA
CN08-038 CN08-038 CN06-157 2008 Male J 241.190248057064 -0.0513303362523023 -0.251124143124397 0 0 0 0 0.375 -0.861400730116445 241.190248057064 NA
CN08-039 CN08-039 CN07-086 2008 Male J 261.473429951691 0.291553315289174 0.113736140133169 0 0 0 0 0.375 -0.492475275293326 261.473429951691 NA
CN08-041 CN08-041 CN08-004 2008 Male J 256.733505779632 0.346102987125317 0.176110082097555 0 0 0 0 0 -0.578688508014324 256.733505779632 NA
CN08-043 CN08-043 CN07-004 2008 Male J 211.764705882353 -0.487727710941453 -0.647601771502102 0 0 0 0 0 -1.39661416884707 211.764705882353 NA
CN08-044 CN08-044 CN07-004 2008 Male J 226.8275254242 0.353895797387624 0.185117630956552 0 0 0 0 0 -1.12264051031243 226.8275254242 NA
CN08-045 CN08-045 CN07-165 2008 Female J 166.666666666667 -0.456556469892228 -0.621803569655608 0 0 0 0 0 -2.21689052961299 166.666666666667 NA
CN08-046 CN08-046 CN07-026 2008 Male J 236.078660436137 0.307138935813786 0.131436034257174 0 0 0 0 0.1875 -0.954374051448152 236.078660436137 NA
CN08-047 CN08-047 CN08-009 2008 Male J 264.01525595074 0.374676624753774 0.209256299350933 0 0 0 0 0 -0.446242671471498 264.01525595074 NA
CN08-048 CN08-048 CN07-158 2008 Female J 260.416666666667 -0.456556469892228 -0.621803569655608 0 0 0 0 0.125 -0.511696464433832 260.416666666667 NA
CN08-049 CN08-049 CN07-165 2008 Male J 240.329638914545 0.353895797387624 0.185117630956552 0 0 0 0 0.5 -0.877054123207247 240.329638914545 NA
CN08-050 CN08-050 NA 2008 Male A 349.255507678961 0.64779607013746 0.542531785984372 1 1 10 12 1 1.10416982304947 349.255507678961 NA
CN08-050 CN08-050 NA 2009 Male A 387.517111411214 -0.584075183275422 -0.724888971366838 0 0 0 0 1 1.80010005887319 NA 387.517111411214
CN08-051 CN08-051 NA 2008 Male J 229.103198781417 -0.22277216202304 -0.415951376350402 0 0 0 0 1 -1.08124888681364 229.103198781417 NA
CN08-052 CN08-052 CN07-178 2008 Male J 189.873417721519 -0.238357782547653 -0.430353755952675 0 0 0 0 0.375 -1.7947890451242 189.873417721519 NA
CN08-053 CN08-053 CN07-178 2009 Female A 364.634729146645 -0.155234473083052 -0.352420340850816 0 0 0 0 0.375 1.38389843290302 NA 364.634729146645
CN08-053 CN08-053 CN07-178 2008 Female J 270.491353411268 0.634436966830649 0.525537512464807 1 1 7 9 0.375 -0.328450639949204 270.491353411268 NA
CN08-054 CN08-054 CN07-125 2008 Male J 279.569892473118 -0.238357782547653 -0.430353755952675 0 0 0 0 0.5 -0.163323483375725 279.569892473118 NA
CN08-055 CN08-055 CN08-026 2008 Male J 190.47619047619 -0.238357782547653 -0.430353755952675 0 0 0 0 1 -1.78382537020241 190.47619047619 NA
CN08-056 CN08-056 CN08-012 2008 Female J 151.898734177215 -0.238357782547653 -0.430353755952675 0 0 0 0 0.125 -2.48550056519677 151.898734177215 NA
CN08-058 CN08-058 CN07-124 2008 Male J 230.436178860793 0.650022587355262 0.545371092455815 0 0 0 0 0.125 -1.05700366312986 230.436178860793 NA
CN08-059 CN08-059 CN07-187 2008 Male J 245.874209673715 0.457799934218374 0.307535163528055 1 1 9 11 0.125 -0.776205385580552 245.874209673715 NA
CN08-059 CN08-059 CN07-187 2009 Male A 321.077241296999 -0.634677847316372 -0.763996512777609 1 1 2 4 0.125 0.591642755299493 NA 321.077241296999
CN08-059 CN08-059 CN07-187 2010 Male A 340.871525976962 -0.892953844581379 -0.947675592979749 0 0 0 0 0.125 0.951675787414053 NA 340.871525976962
CN08-060 CN08-060 CN07-187 2008 Male J 258.591436556802 0.509752002633749 0.37036035850093 0 0 0 0 0.125 -0.544895094310392 258.591436556802 NA
CN08-061 CN08-061 CN07-131 2008 Male J 258.42525108864 0.665608207879874 0.565301658168051 0 0 0 0 0.25 -0.547917798033372 258.42525108864 NA
CN08-062 CN08-062 CN07-131 2008 Male J 276.695306053104 0.665608207879874 0.565301658168051 0 0 0 0 0.25 -0.215608578877086 276.695306053104 NA
CN08-063 CN08-063 CN07-036 2008 Male J 256.0894806588 0.712365069453712 0.625675269632122 0 0 0 0 0.125 -0.590402511362268 256.0894806588 NA
CN08-064 CN08-064 CN07-123 2009 Female A 306.233826571315 -0.511106141728372 -0.666695835368751 0 0 0 0 0.5 0.321659793195717 NA 306.233826571315
CN08-064 CN08-064 CN07-123 2008 Female J 251.472754050074 0.556508864207587 0.427824398328178 1 1 6 8 0.5 -0.674374936042317 251.472754050074 NA
CN08-065 CN08-065 CN07-124 2008 Female J 185.185185185185 -0.207186541498428 -0.401452011026903 0 0 0 0 0.125 -1.88006207229365 185.185185185185 NA
CN08-066 CN08-066 CN07-124 2008 Female J 182.926829268293 -0.207186541498428 -0.401452011026903 0 0 0 0 0.125 -1.92113871343015 182.926829268293 NA
CN08-067 CN08-067 NA 2008 Female J 249.949392712551 0.364286211070699 0.197165412771247 0 0 0 0 1 -0.702082954302238 249.949392712551 NA
CN08-068 CN08-068 NA 2008 Male A 367.785715173086 0.385067038436849 0.221390290695608 0 0 0 0 1 1.44121088806836 367.785715173086 NA
CN08-069 CN08-069 CN08-005 2008 Male J 299.867608120035 0.873416481541375 0.840310058804033 0 0 0 0 0.25 0.20586632204099 299.867608120035 NA
CN08-071 CN08-071 CN07-165 2008 Female J 267.279536942458 0.75912193102755 0.686921752587239 1 1 6 8 0 -0.386869524013839 267.279536942458 NA
CN08-071 CN08-071 CN07-165 2009 Female A 320.341371235821 -0.815025741958317 -0.895060839213872 0 0 0 0 0 0.578258208514816 NA 320.341371235821
CN08-072 CN08-072 CN06-089 2008 Female J NA 0.416238279486074 0.258050893319574 0 0 0 0 0.125 NA NA NA
CN08-073 CN08-073 CN08-099 2009 Female A 374.581932267687 -0.537601696620213 -0.688071973255881 0 0 0 0 0.25 1.56482549132577 NA 374.581932267687
CN08-073 CN08-073 CN08-099 2008 Female J 292.10732344532 0.8630260678583 0.826150143504829 1 1 8 10 0.25 0.0647165474124472 292.10732344532 NA
CN08-075 CN08-075 CN07-160 2009 Male A 360.877600178012 -1.76574859395968 -1.37130922330113 0 0 0 0 0.25 1.31556100336247 NA 360.877600178012
CN08-075 CN08-075 CN07-160 2008 Male J 258.064516129032 0.447409520535299 0.29509943882845 1 1 4 6 0.25 -0.554479111230442 258.064516129032 NA
CN08-076 CN08-076 CN07-160 2008 Female J 244.68085106383 0.790293172076775 0.728237669830122 1 1 2 4 0.0625 -0.79791107111875 244.68085106383 NA
CN08-076 CN08-076 CN07-160 2009 Female A 325.724640461243 -0.729304829072948 -0.834384147370966 0 0 0 0 0.0625 0.676173075015628 NA 325.724640461243
CN08-077 CN08-077 CN08-009 2009 Female A 332.159000286934 -0.729304829072948 -0.834384147370966 0 0 0 0 0 0.793205951687587 NA 332.159000286934
CN08-077 CN08-077 CN08-009 2008 Female J 269.942948653788 0.790293172076775 0.728237669830122 1 1 5 7 0 -0.338425429685425 269.942948653788 NA
CN08-078 CN08-078 CN07-114 2008 Male J 301.709653455977 0.930563756798288 0.918960090623849 1 1 12 14 0.5 0.239370799637136 301.709653455977 NA
CN08-078 CN08-078 CN07-114 2009 Male A 349.213512672351 -1.05660286008981 -1.05027436282321 0 0 0 0 0.5 1.10340598693173 NA 349.213512672351
CN08-079 CN08-079 CN07-178 2009 Male A 360.443132525785 -0.382524772400319 -0.558978037926756 1 1 0 2 0.375 1.30765858563353 NA 360.443132525785
CN08-079 CN08-079 CN07-178 2010 Male A 354.994708455792 -1.29817997822131 -1.18218706690766 0 0 0 0 0.375 1.20855863482038 NA 354.994708455792
CN08-079 CN08-079 CN07-178 2008 Male J 283.748701973001 1.0708343415198 1.117538354837 1 1 2 4 0.375 -0.0873162176827712 283.748701973001 NA
CN08-080 CN08-080 CN06-187 2008 Male J 287.001287001287 1.0708343415198 1.117538354837 0 0 0 0 0.5 -0.0281558050243837 287.001287001287 NA
CN08-081 CN08-081 CN07-125 2008 Male J 260.551323173221 1.1539576509844 1.23892137304874 0 0 0 0 0.5 -0.509247232691811 260.551323173221 NA
CN08-082 CN08-082 CN08-012 2008 Male J 208.088423204702 1.0708343415198 1.117538354837 0 0 0 0 0.5 -1.46348110648814 208.088423204702 NA
CN08-083 CN08-083 CN07-124 2008 Female J 227.272727272727 1.00849185942135 1.02831149130777 0 0 0 0 0.25 -1.11454285111333 227.272727272727 NA
CN08-085 CN08-085 CN07-036 2008 Female J 221.385542168675 1.10200558256903 1.16273370092898 0 0 0 0 0.5 -1.22162331084711 221.385542168675 NA
CN08-086 CN08-086 CN07-131 2008 Female J 265.30612244898 0.88380689522445 0.854513078868226 0 0 0 0 0.375 -0.422763440626302 265.30612244898 NA
CN08-087 CN08-087 CN07-036 2008 Male J 252.301356589147 1.10200558256903 1.16273370092898 0 0 0 0 0.25 -0.659303702634094 252.301356589147 NA
CN08-088 CN08-088 CN07-123 2008 Male J 249.722530521643 1.10200558256903 1.16273370092898 0 0 0 0 0.125 -0.70620929095877 249.722530521643 NA
CN08-089 CN08-089 CN08-012 2009 Female A 308.882710890111 -0.182249548659048 -0.37805129620915 1 1 2 4 0.5 0.369839652606456 NA 308.882710890111
CN08-089 CN08-089 CN08-012 2008 Female J NA 0.88380689522445 0.854513078868226 1 1 6 8 0.5 NA NA NA
CN08-089 CN08-089 CN08-012 2010 Female A 330.330989731565 -0.830611362482929 -0.905777761409503 0 0 0 0 0.5 0.759956749019857 NA 330.330989731565
CN08-090 CN08-090 CN08-012 2008 Male J 259.18261413125 1.16434806466748 1.25428822176766 0 0 0 0 0.5 -0.534142321068617 259.18261413125 NA
CN08-091 CN08-091 CN07-124 2008 Male J 239.435821910049 1.10200558256903 1.16273370092898 1 1 4 6 0.5 -0.893311525355754 239.435821910049 NA
CN08-091 CN08-091 CN07-124 2009 Male A 348.280336018126 -0.331871505695328 -0.514731333420533 0 0 0 0 0.5 1.08643268247788 NA 348.280336018126
CN08-092 CN08-092 CN07-113 2008 Male J 226.034308112684 1.16434806466748 1.25428822176766 0 0 0 0 0.5 -1.1370681311337 226.034308112684 NA
CN08-093 CN08-093 CN07-187 2009 Female A 309.251521019508 -0.230564972285346 -0.423164689366692 1 1 4 6 0.5 0.376547842940609 NA 309.251521019508
CN08-093 CN08-093 CN07-187 2008 Female J 216.698798982541 1.16434806466748 1.25428822176766 1 1 4 6 0.5 -1.30686924861793 216.698798982541 NA
CN08-093 CN08-093 CN07-187 2010 Female A 341.728918549257 -0.861782603532154 -0.926920648637081 0 0 0 0 0.5 0.967270675155992 NA 341.728918549257
CN08-094 CN08-094 NA 2008 Male J 238.095238095238 1.0708343415198 1.117538354837 0 0 0 0 1 -0.917695051381251 238.095238095238 NA
CN08-095 CN08-095 NA 2009 Male A 374.404723113039 0.0393496377090797 -0.159197710098523 0 0 0 0 1 1.56160228067189 NA 374.404723113039
CN08-095 CN08-095 NA 2008 Male J 306.199933244326 1.10200558256903 1.16273370092898 1 1 1 3 1 0.321043316395389 306.199933244326 NA
CN08-096 CN08-096 CN07-026 2008 Male J 283.835237106265 1.08641996204441 1.14008753502237 1 1 7 9 0.1875 -0.085742252928943 283.835237106265 NA
CN08-096 CN08-096 CN07-026 2009 Male A 385.016548093416 -0.661396053929993 -0.784232880406776 0 0 0 0 0.1875 1.75461797109598 NA 385.016548093416
CN08-097 CN08-097 CN07-004 2009 Male A 355.269706901874 -1.79691983500891 -1.38081382398142 0 0 0 0 0 1.21356050914778 NA 355.269706901874
CN08-097 CN08-097 CN07-004 2008 Male J 295.355587808418 1.08641996204441 1.14008753502237 1 1 1 3 0 0.123798372629388 295.355587808418 NA
CN08-099 CN08-099 CN07-F1 2008 Female A 311.165859818776 1.10200558256903 1.16273370092898 0 0 0 0 0.5 0.411367247305978 311.165859818776 NA
CN08-100 CN08-100 CN08-099 2008 Male J 268.041237113402 1.10200558256903 1.16273370092898 0 0 0 0 0.375 -0.37301516016382 268.041237113402 NA
CN08-101 CN08-101 CN07-026 2009 Female A 356.021751283979 -0.369276994954398 -0.547504748337704 0 0 0 0 0.1875 1.22723924639701 NA 356.021751283979
CN08-101 CN08-101 CN07-026 2008 Female J 300 1.13317682361825 1.20831698990587 1 1 3 5 0.1875 0.208274363086256 300 NA
CN08-102 CN08-102 CN07-114 2008 Male J 257.731958762887 1.13317682361825 1.20831698990587 0 0 0 0 0.5 -0.56052790959933 257.731958762887 NA
CN08-103 CN08-103 CN07-043 2009 Female A 298.061696707157 -1.79691983500891 -1.38081382398142 0 0 0 0 0 0.173019074857211 NA 298.061696707157
CN08-103 CN08-103 CN07-043 2008 Female J 252.525252525253 1.13317682361825 1.20831698990587 1 1 0 2 0 -0.655231318405141 252.525252525253 NA
CN08-104 CN08-104 CN08-F5 2008 Male J 264.150943396226 1.28903302886438 1.44205257806396 0 0 0 0 1 -0.443774688252692 264.150943396226 NA
